SNS Platform,Framing,Appeal,Model,Product,Season,CTR
Facebook,Positive,Rational,Profession,Procedure,Season,0.016930553
Instagram,Positive,Emotional,Character,Procedure,Season,0.028183449
Facebook,Positive,Emotional,Character,Procedure,Season,0.018841526
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.012256625
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.01576323
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.012443594
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.020106276
Instagram,Negative,Emotional,Character,Procedure,Season,0.119504494
Instagram,Negative,Emotional,Character,Procedure,Season,0.00496907
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.018963224
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.034887733
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.038288334
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.024349697
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.018083367
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.038851096
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.016190661
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.016248326
Facebook,Positive,Emotional,Profession,Suction,Season,0.004644682
Instagram,Positive,Emotional,Profession,Suction,Season,0.01017501
Facebook,Positive,Rational,Ordinary,Suction,Season,0.010628645
Instagram,Positive,Rational,Ordinary,Suction,Season,0.026868368
Facebook,Positive,Rational,Ordinary,Suction,Season,0.009323422
Instagram,Positive,Rational,Ordinary,Suction,Season,0.026531118
Instagram,Positive,Rational,Ordinary,Suction,Season,0.014408113
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.008491727
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.027246848
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.026850159
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.016456528
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.019171005
Instagram,Positive,Emotional,Character,Procedure,Season,0.010415239
Facebook,Positive,Emotional,Character,Procedure,Season,0.009035267
Instagram,Positive,Emotional,Character,Procedure,Season,0.006114508
Facebook,Positive,Emotional,Character,Procedure,Season,0.005983166
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.01011378
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.010200927
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.005872823
Instagram,Negative,Emotional,Character,Procedure,Season,0.02819565
Instagram,Negative,Emotional,Character,Procedure,Season,0.004755073
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.03062922
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.005815781
Instagram,Positive,Rational,Character,Procedure,Season,0.012668778
Facebook,Positive,Rational,Character,Procedure,Season,0.009941193
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.00442166
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.016773733
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.005570118
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.017689016
Facebook,Positive,Emotional,Character,Procedure,Season,0.010454816
Instagram,Positive,Emotional,Character,Procedure,Season,0.029782594
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.019753385
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.02806379
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.039115402
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.022109679
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.013501883
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.034200036
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.01591942
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.014638762
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.009994515
Instagram,Positive,Rational,Ordinary,Suction,Season,0.012543232
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.009757164
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.003815674
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.007385664
Facebook,Positive,Rational,Ordinary,Suction,Season,0.005418347
Instagram,Positive,Rational,Ordinary,Suction,Season,0.006421483
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.027115493
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.017298883
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.021123629
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.031251338
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.016822302
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.013782468
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.008248667
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.004540732
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.00811527
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.002612956
Instagram,Negative,Emotional,Character,Procedure,Season,0.017275521
Facebook,Negative,Emotional,Character,Procedure,Season,0.00521251
Instagram,Negative,Emotional,Character,Procedure,Season,0.008155417
Facebook,Negative,Emotional,Character,Procedure,Season,0.018649815
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.005493193
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.022279036
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.017673716
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.057562768
Facebook,Positive,Rational,Character,Procedure,Season,0.007729469
Instagram,Positive,Rational,Character,Procedure,Season,0.008801341
Facebook,Positive,Rational,Character,Procedure,Season,0.019972587
Instagram,Positive,Rational,Character,Procedure,Season,0.047657512
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.013632525
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.047507178
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.028673835
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.021543701
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.028147499
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.043413139
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.029848364
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.017362568
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.034084722
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.008246488
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.014992798
Instagram,Positive,Rational,Ordinary,Suction,Season,0.021362405
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.013035758
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.041410002
Instagram,Negative,Emotional,Character,Procedure,Season,0.035732134
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.02366547
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.017165482
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.019949236
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.011017141
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.011659541
Instagram,Negative,Emotional,Character,Procedure,Season,0.009833865
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.004146699
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.004974521
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.010970464
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.03242574
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.02119395
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.033206626
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.042828888
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.029113263
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.013326169
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.031239412
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.007506159
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.01569916
Instagram,Positive,Rational,Ordinary,Suction,Season,0.015657176
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.015447277
Instagram,Negative,Emotional,Ordinary,Suction,Season,0.01498529
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.019990249
Instagram,Positive,Rational,Character,Suction,Season,0.024759891
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.041795716
Instagram,Negative,Emotional,Character,Procedure,Season,0.029872211
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.027397979
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.01831144
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.023867946
Facebook,Negative,Emotional,Character,Procedure,Season,0.004909366
Instagram,Negative,Emotional,Character,Procedure,Season,0.006713913
Facebook,Negative,Emotional,Character,Procedure,Season,0.008301216
Instagram,Negative,Emotional,Character,Procedure,Season,0.010324773
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.005632968
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.005994458
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.00709767
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.006830028
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.011847999
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.009619238
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.005312367
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.0357694
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.025131002
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.03789329
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.04171034
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.027430927
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.019062541
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.037166392
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.010085939
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.016964198
Instagram,Positive,Rational,Ordinary,Suction,Season,0.022153384
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.015738285
Instagram,Positive,Emotional,Character,Suction,Season,0.012133285
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.005019608
Instagram,Positive,Rational,Ordinary,Suction,Season,0.005784627
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.006760563
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.030449125
Instagram,Negative,Emotional,Character,Suction,Season,0.015891324
Instagram,Positive,Emotional,Character,Suction,Season,0.018793274
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.022323118
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.015354517
Instagram,Negative,Emotional,Character,Suction,Season,0.008842444
Instagram,Positive,Emotional,Profession,Suction,Season,0.001175433
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.012934519
Instagram,Negative,Rational,Character,Suction,Season,0.013756356
Instagram,Positive,Rational,Ordinary,Suction,Season,0.021497553
Instagram,Negative,Emotional,Ordinary,Suction,Season,0.015695974
Instagram,Positive,Rational,Character,Procedure,Season,0.013770263
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.026311955
Instagram,Negative,Emotional,Character,Procedure,Season,0.032983508
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.022885938
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.021109693
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.017843386
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.016777351
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.019285407
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.026832169
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.010269085
Facebook,Negative,Emotional,Character,Procedure,Season,0.00342246
Instagram,Negative,Emotional,Character,Procedure,Season,0.010725778
Facebook,Negative,Emotional,Character,Procedure,Season,0.012172855
Instagram,Negative,Emotional,Character,Procedure,Season,0.020576132
Facebook,Negative,Emotional,Character,Procedure,Season,0.010744986
Instagram,Negative,Emotional,Character,Procedure,Season,0.005685856
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.038188344
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.026814164
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.040218044
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.04409552
Facebook,Negative,Emotional,Character,Procedure,Season,0.015788809
Instagram,Negative,Emotional,Character,Procedure,Season,0.037247369
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.017720225
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.026432683
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.030831628
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.018353224
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.029780564
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.011021857
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.019984711
Facebook,Positive,Rational,Ordinary,Suction,Season,0.019114836
Instagram,Positive,Rational,Ordinary,Suction,Season,0.016191299
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.014180929
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.014595415
Instagram,Positive,Emotional,Character,Suction,Season,0.008046546
Instagram,Negative,Rational,Character,Suction,Season,0.014888858
Instagram,Negative,Emotional,Ordinary,Suction,Season,0.017024266
Instagram,Positive,Rational,Ordinary,Suction,Season,0.022833478
Instagram,Positive,Rational,Character,Procedure,Season,0.021795869
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.028085751
Instagram,Negative,Emotional,Character,Procedure,Season,0.015938658
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.012331407
Instagram,Negative,Emotional,Character,Procedure,Season,0.011598348
Facebook,Negative,Emotional,Character,Procedure,Season,0.011504693
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.023316062
Facebook,Positive,Emotional,Ordinary,Procedure,Season,0.017502685
Instagram,Positive,Emotional,Ordinary,Procedure,Season,0.015652624
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.015792442
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.008982763
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.017797179
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.007440872
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.004464286
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.017714286
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.007242878
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.015803733
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.024601064
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.010118392
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.018798473
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.046226301
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.025133332
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.05341602
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.042090795
Facebook,Negative,Emotional,Character,Procedure,Season,0.014776942
Instagram,Negative,Emotional,Character,Procedure,Season,0.028884923
Facebook,Negative,Emotional,Character,Procedure,Season,0.009117155
Instagram,Negative,Emotional,Character,Procedure,Season,0.018255275
Facebook,Positive,Rational,Ordinary,Procedure,Season,0.013733184
Instagram,Positive,Rational,Ordinary,Procedure,Season,0.030527564
Facebook,Positive,Emotional,Character,Procedure,Season,0.002029084
Instagram,Positive,Emotional,Character,Procedure,Season,0.010880829
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.027473345
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.018289941
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.029460288
Facebook,Positive,Emotional,Ordinary,Suction,Season,0.012400097
Instagram,Positive,Emotional,Ordinary,Suction,Season,0.018167056
Instagram,Negative,Emotional,Character,Suction,Season,0.012563486
Instagram,Positive,Rational,Ordinary,Suction,Season,0.007947277
Instagram,Negative,Rational,Character,Suction,Season,0.014639278
Instagram,Negative,Emotional,Ordinary,Suction,Season,0.014716439
Instagram,Positive,Rational,Ordinary,Suction,Season,0.022773623
Kakao,Positive,Rational,Ordinary,Suction,Non-Season,0.014016508
Kakao,Negative,Emotional,Character,Suction,Non-Season,0.008304021
Kakao,Negative,Emotional,Ordinary,Suction,Non-Season,0.005970545
Kakao,Positive,Rational,Ordinary,Suction,Non-Season,0.006294153
Kakao,Positive,Rational,Ordinary,Suction,Non-Season,0.006052977
Kakao,Positive,Emotional,Character,Procedure,Non-Season,0.038158209
Kakao,Positive,Emotional,Profession,Suction,Non-Season,0.002749791
Kakao,Positive,Emotional,Ordinary,Suction,Non-Season,0.024075302
Kakao,Positive,Rational,Ordinary,Suction,Non-Season,0.00924747
Kakao,Positive,Rational,Ordinary,Procedure,Season,0.03007099
Kakao,Positive,Rational,Ordinary,Suction,Season,0.031425692
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.009318897
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.042458488
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.043240212
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.007798491
Kakao,Positive,Emotional,Ordinary,Procedure,Season,0.014572102
Kakao,Positive,Emotional,Character,Procedure,Season,0.019428634
Kakao,Positive,Rational,Ordinary,Suction,Season,0.011422355
Kakao,Positive,Rational,Ordinary,Suction,Season,0.024147172
Kakao,Positive,Rational,Ordinary,Procedure,Season,0.012959499
Kakao,Positive,Emotional,Ordinary,Procedure,Season,0.047946363
Kakao,Negative,Emotional,Character,Procedure,Non-Season,0.032068155
Kakao,Positive,Rational,Ordinary,Procedure,Non-Season,0.008417423
Kakao,Positive,Emotional,Character,Procedure,Non-Season,0.048275666
Kakao,Positive,Rational,Ordinary,Suction,Non-Season,0.016154536
Kakao,Positive,Emotional,Ordinary,Suction,Non-Season,0.029070592
Kakao,Positive,Rational,Ordinary,Suction,Non-Season,0.009666248
Kakao,Positive,Emotional,Character,Procedure,Non-Season,0.038208955
Kakao,Positive,Rational,Character,Procedure,Non-Season,0.009812035
Kakao,Positive,Emotional,Character,Procedure,Non-Season,0.070484332
Kakao,Positive,Rational,Character,Suction,Season,0.012952511
Kakao,Positive,Emotional,Profession,Procedure,Season,0.04274878
Kakao,Negative,Emotional,Character,Suction,Season,0.051452353
Kakao,Positive,Emotional,Ordinary,Procedure,Season,0.013290954
Kakao,Positive,Rational,Character,Procedure,Season,0.033859659
Kakao,Positive,Rational,Ordinary,Suction,Season,0.021170225
Kakao,Positive,Emotional,Character,Suction,Season,0.049266879
Kakao,Positive,Emotional,Character,Suction,Season,0.010184247
Kakao,Positive,Rational,Character,Procedure,Season,0.051096156
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.005415313
Kakao,Positive,Rational,Ordinary,Suction,Season,0.042737276
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.01534667
Kakao,Positive,Emotional,Ordinary,Procedure,Season,0.059251681
Kakao,Positive,Emotional,Ordinary,Procedure,Season,0.023188432
Kakao,Negative,Emotional,Character,Suction,Non-Season,0.010447453
Kakao,Positive,Emotional,Character,Suction,Non-Season,0.057602124
Kakao,Positive,Rational,Ordinary,Suction,Non-Season,0.012729111
Kakao,Positive,Emotional,Character,Suction,Non-Season,0.037756458
Kakao,Positive,Emotional,Character,Suction,Non-Season,0.014186145
Kakao,Positive,Emotional,Character,Suction,Non-Season,0.028174393
Kakao,Positive,Emotional,Character,Procedure,Non-Season,0.008271004
Kakao,Positive,Emotional,Ordinary,Suction,Non-Season,0.029163739
Kakao,Positive,Emotional,Character,Suction,Non-Season,0.013484906
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.016721725
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.074582234
Kakao,Positive,Emotional,Ordinary,Procedure,Season,0.0227513
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.069334506
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.011609481
Kakao,Positive,Emotional,Character,Suction,Season,0.065314985
Kakao,Positive,Emotional,Character,Suction,Season,0.007838635
Kakao,Positive,Emotional,Ordinary,Procedure,Season,0.063429138
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.014076851
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.062261678
Kakao,Negative,Rational,Character,Procedure,Season,0.012121896
Kakao,Positive,Emotional,Character,Suction,Season,0.074050431
Kakao,Positive,Emotional,Ordinary,Procedure,Season,0.011694569
Kakao,Positive,Rational,Character,Suction,Non-Season,0.022607656
Kakao,Positive,Emotional,Ordinary,Suction,Non-Season,0.015266814
Kakao,Positive,Emotional,Character,Suction,Non-Season,0.035225984
Kakao,Positive,Rational,Ordinary,Suction,Non-Season,0.076832968
Kakao,Positive,Emotional,Ordinary,Suction,Non-Season,0.048162268
Kakao,Negative,Emotional,Character,Suction,Non-Season,0.017392781
Kakao,Positive,Emotional,Ordinary,Suction,Non-Season,0.006157504
Kakao,Negative,Emotional,Ordinary,Suction,Season,0.049603175
Kakao,Positive,Rational,Ordinary,Procedure,Season,0.023218399
Kakao,Positive,Emotional,Character,Suction,Season,0.031062064
Kakao,Positive,Rational,Character,Suction,Season,0.014060797
Kakao,Positive,Emotional,Ordinary,Suction,Season,0.064342515
Kakao,Negative,Emotional,Character,Suction,Season,0.020021871
Kakao,Positive,Rational,Ordinary,Procedure,Season,0.014874449
Kakao,Positive,Emotional,Character,Suction,Season,0.083274263
Kakao,Positive,Emotional,Ordinary,Procedure,Season,0.019050086
Kakao,Negative,Emotional,Ordinary,Procedure,Season,0.082706305
Kakao,Positive,Emotional,Ordinary,Procedure,Season,0.023783406
Kakao,Positive,Rational,Character,Suction,Season,0.096603205
Kakao,Positive,Emotional,Character,Suction,Season,0.018276339
Kakao,Positive,Emotional,Character,Suction,Season,0.012067281
